stop_id,stop_name,route_count,total_daily_trips,p_morning,p_daytime,p_night,latitude,longitude,elevation,osm_node_id,osm_node_dist
S0187,昭和小学校前,13,477,0.9994,0.9998,0.994,41.816319,140.743484,22.4,5770892532,14.5
S0188,昭和橋,24,1176,1.0,1.0,1.0,41.816319,140.743484,22.4,5770892532,14.5
S0189,昭和通,6,168,0.9924,0.9446,0.836,41.816319,140.743484,22.4,5770892532,14.5
S0190,昭和通・小笹内科医院,2,67,0.9276,0.6575,0.4596,41.816319,140.743484,22.4,5770892532,14.5
S0191,昭和高台,13,477,0.9994,0.9998,0.994,41.816319,140.743484,22.4,5770892532,14.5
S0192,昭和１丁目,6,225,0.9985,0.9789,0.9114,41.816319,140.743484,22.4,5770892532,14.5
S0193,昭和２丁目,13,477,0.9994,0.9998,0.994,41.813587,140.738708,14.4,1923740735,12.8
S0194,時任町,1,31,0.3935,0.3935,0.345,41.783077,140.753845,12.8,4778686502,27.4
S0195,本通中学校前,3,110,0.9276,0.8494,0.7398,41.798523,140.763077,14.1,1912701831,20.2
S0196,本通小学校前,3,110,0.9276,0.8494,0.7398,41.798523,140.763077,14.1,1912701831,20.2
S0197,本通小学校裏,5,177,0.9948,0.9465,0.8594,41.798523,140.763077,14.1,1912701831,20.2
S0198,本通新橋,2,67,0.9276,0.6575,0.4596,41.798523,140.763077,14.1,1912701831,20.2
S0199,本通１丁目,3,110,0.9276,0.8494,0.7398,41.798523,140.763077,14.1,1912701831,20.2
S0200,杉並町,13,944,1.0,1.0,1.0,41.78869,140.75875,17.9,12809400013,6.5
S0201,東久根別,4,118,0.9658,0.8439,0.7496,41.825943,140.680282,3.8,472636152,2190.8
S0202,東山ゴルフ場,1,52,0.7135,0.6575,0.3697,41.812267,140.771393,28.8,1923679186,57.6
S0203,東山ニュータウン,1,52,0.7135,0.6575,0.3697,41.812267,140.771393,28.8,1923679186,57.6
S0204,東山公園,17,657,0.9994,0.9994,0.9996,41.812267,140.771393,28.8,1923679186,57.6
S0205,東山団地,15,587,0.9994,0.9994,0.999,41.812267,140.771393,28.8,1923679186,57.6
S0206,東山墓園前,1,21,0.3935,0.2212,0.2649,41.812267,140.771393,28.8,1923679186,57.6
S0207,東山町,1,21,0.3935,0.2212,0.2649,41.829136,140.816681,194.5,5715192984,170.7
S0208,東山町西,1,21,0.3935,0.2212,0.2649,41.829136,140.816681,194.5,5715192984,170.7
S0209,東山見晴台団地下,1,24,0.5276,0.2749,0.2061,41.812267,140.771393,28.8,1923679186,57.6
S0210,東本通,17,647,0.9994,0.9994,0.9995,41.812267,140.771393,28.8,1923679186,57.6
S0211,東横イン函館朝市前,1,48,0.5831,0.5105,0.48,41.812267,140.771393,28.8,1923679186,57.6
S0212,東浜２丁目,1,33,0.3935,0.3935,0.3697,41.823318,140.661758,4.0,505082286,3535.0
S0213,東港,3,116,0.9561,0.8908,0.6594,41.812267,140.771393,28.8,1923679186,57.6
S0214,東照宮参道,1,21,0.3935,0.2212,0.2649,41.812267,140.771393,28.8,1923679186,57.6
S0215,東陣川・翔大鋼業前,1,21,0.3935,0.2212,0.2649,41.812267,140.771393,28.8,1923679186,57.6
S0216,松原通,3,98,0.9561,0.8134,0.6177,41.788235,140.761383,18.4,5619912384,13.7
S0217,松川町,5,156,0.9889,0.9361,0.8087,41.785404,140.736206,2.6,4776490362,19.1
S0218,松風町,25,1213,1.0,1.0,1.0,41.77149,140.7332,3.8,4659387015,16.0
S0219,松風町・そよかぜ,2,44,0.7769,0.5105,0.3697,41.771976,140.732651,3.5,4659387027,12.2
S0220,松風町・プレイＧ,1,52,0.7135,0.6575,0.3697,41.771976,140.732651,3.5,4659387027,12.2
S0221,林業試験場前,3,98,0.9561,0.8134,0.6177,41.895721,140.694412,78.0,1620297125,5306.7
S0222,柏木町,12,903,1.0,1.0,1.0,41.787925,140.7653,18.8,12248627914,22.3
S0223,柏野小学校裏,2,67,0.9276,0.6575,0.4596,41.791375,140.7598194,16.3,666139417,25.9
S0224,栄町,1,12,0.2212,0.1016,0.1426,41.764572,140.72644,2.3,262998946,27.4
S0225,栗の木公園,1,21,0.3935,0.2212,0.2649,41.895721,140.694412,78.0,1620297125,5306.7
S0226,桐花通中央,13,477,0.9994,0.9998,0.994,41.895721,140.694412,78.0,1620297125,5306.7
S0227,桔梗,1,59,0.8806,0.6049,0.4384,41.829765,140.729477,29.2,5137535074,31.9
S0228,桔梗中通,3,98,0.9561,0.8134,0.6177,41.829765,140.729477,29.2,5137535074,31.9
S0229,桔梗小学校前,1,59,0.8806,0.6049,0.4384,41.829765,140.729477,29.2,5137535074,31.9
S0230,桔梗町４１８番地,2,56,0.8031,0.6049,0.48,41.840313,140.732941,43.6,5818331123,66.9
S0231,桔梗福祉交流センター,4,157,0.9954,0.9263,0.7853,41.829765,140.729477,29.2,5137535074,31.9
S0232,桜ヶ丘団地前,3,116,0.9561,0.8908,0.6594,41.832554,140.61116,55.0,505082286,7065.3
S0233,桜岡,3,98,0.9561,0.8134,0.6177,41.832554,140.61116,55.0,505082286,7065.3
S0234,棒二・のぞみ大門,2,67,0.9276,0.6575,0.4596,41.768688,140.728943,3.7,12090442314,37.4
S0235,棒二森屋前,14,431,0.9994,0.9996,0.9855,41.895721,140.694412,78.0,1620297125,5306.7
S0236,機関区前,3,100,0.8806,0.8199,0.6965,41.895721,140.694412,78.0,1620297125,5306.7
S0237,武佐川橋,3,98,0.9561,0.8134,0.6177,41.895721,140.694412,78.0,1620297125,5306.7
S0238,津軽海峡フェリー,1,44,0.8031,0.4551,0.3935,41.895721,140.694412,78.0,1620297125,5306.7
S0239,流通センター入口,5,204,0.9964,0.9676,0.9043,41.895721,140.694412,78.0,1620297125,5306.7
S0240,浄水場下,8,255,0.9987,0.9897,0.9397,41.895721,140.694412,78.0,1620297125,5306.7
S0241,浜分小学校前,3,85,0.9361,0.7135,0.6177,41.82587222,140.702025,4.6,1620292687,552.2
S0242,海岸町,1,14,0.2212,0.2212,0.1426,41.78133,140.729492,1.3,808762742,45.1
S0243,深堀町,14,975,1.0,1.0,1.0,41.787145,140.770009,17.3,666164004,8.1
S0244,清尚学院・高台通り,7,246,0.9991,0.9847,0.9373,41.86377,140.658249,13.2,505082286,3872.9
S0245,清尚学院高等学校前,2,91,0.8031,0.8262,0.6177,41.86377,140.658249,13.2,505082286,3872.9
S0246,清尚学院高等学校前(高台通),2,67,0.907,0.7135,0.3935,41.86377,140.658249,13.2,505082286,3872.9
S0247,清尚学院高等学校前（高台通）,2,73,0.8806,0.6811,0.5709,41.86377,140.658249,13.2,505082286,3872.9
S0248,渡島総合振興局前,7,236,0.9992,0.9847,0.9079,41.81975173,140.75331378,38.4,3380977396,46.9
S0249,港,2,95,0.9276,0.7923,0.6846,41.804674,140.716767,2.1,4804432895,84.5
S0250,港中学校前,1,44,0.8031,0.4551,0.3935,41.802166,140.725266,2.6,5736861655,13.9
S0251,港小学校前,6,248,0.9993,0.9885,0.9147,41.802166,140.725266,2.6,5736861655,13.9
S0252,港小学校通,1,44,0.8031,0.4551,0.3935,41.802166,140.725266,2.6,5736861655,13.9
S0253,港町臨港通,1,44,0.8031,0.4551,0.3935,41.802166,140.725266,2.6,5736861655,13.9
S0254,港町１丁目,5,198,0.9964,0.9676,0.884,41.802166,140.725266,2.6,5736861655,13.9
S0255,湯の川プリンスホテル,1,37,0.7769,0.4551,0.2649,41.778534,140.783005,4.7,4805838277,17.1
S0256,湯の川温泉,7,669,1.0,0.9999,0.9995,41.78003,140.78515,4.5,5533967917,12.5
S0257,湯倉神社前,19,815,0.9994,0.9994,0.9994,41.778534,140.783005,4.7,4805838277,17.1
S0258,湯元花の湯前,3,98,0.9561,0.8134,0.6177,41.778534,140.783005,4.7,4805838277,17.1
S0259,湯出川２号橋,3,98,0.9561,0.8134,0.6177,41.778534,140.783005,4.7,4805838277,17.1
S0260,湯川中学校前,16,675,0.9994,0.9994,0.9997,41.778534,140.783005,4.7,4805838277,17.1
S0261,湯川中学校前・福徳整,1,43,0.7135,0.4927,0.4164,41.778534,140.783005,4.7,4805838277,17.1
S0262,湯川団地中央,9,381,0.9994,0.9979,0.9893,41.778534,140.783005,4.7,4805838277,17.1
S0263,湯川団地北口,9,381,0.9994,0.9979,0.9893,41.778534,140.783005,4.7,4805838277,17.1
S0264,湯川小学校前,9,381,0.9994,0.9979,0.9893,41.778534,140.783005,4.7,4805838277,17.1
S0265,湯川温泉電停前,8,366,0.9994,0.9979,0.9905,41.778534,140.783005,4.7,4805838277,17.1
S0266,瀬戸川町,2,110,0.9436,0.8134,0.7853,41.777,140.823318,42.7,12258970215,131.9
S0267,熱帯植物園前,3,135,0.9838,0.9019,0.7296,41.895721,140.694412,78.0,1620297125,5306.7
S0268,特別支援学校前,7,236,0.9992,0.9847,0.9079,41.82327736,140.7476022,37.1,1911808937,71.8
S0269,田家入口,15,475,0.9994,0.9997,0.9961,41.797829,140.746063,8.2,5688154702,25.6
S0270,町民ｾﾝﾀｰ・ｺﾓﾝ前,3,98,0.9561,0.8134,0.6177,41.895721,140.694412,78.0,1620297125,5306.7
S0271,白百合学園前,16,630,0.9994,0.9994,0.9993,41.793392,140.745544,6.4,5677862736,15.8
S0272,白鳥町,6,192,0.9972,0.9664,0.8422,41.793392,140.745544,6.4,5677862736,15.8
S0273,的場町,1,31,0.3935,0.3935,0.345,41.778622,140.751846,6.7,1633047687,28.6
S0274,石川保育園前,1,46,0.8031,0.4927,0.3697,41.835342,140.743637,41.2,5808553399,88.9
S0275,石川学園台,5,226,0.9996,0.9817,0.8647,41.835342,140.743637,41.2,5808553399,88.9
S0276,石川町,1,46,0.8031,0.4927,0.3697,41.835342,140.743637,41.2,5808553399,88.9
S0277,石川町中央,7,311,0.9994,0.9948,0.9397,41.835342,140.743637,41.2,5808553399,88.9
S0278,石川町中央・藤岡眼科,1,39,0.3935,0.5105,0.3935,41.835342,140.743637,41.2,5808553399,88.9
S0279,石川町会館前,8,350,0.9994,0.9973,0.9634,41.835342,140.743637,41.2,5808553399,88.9
S0280,石川町第一公園,6,224,0.9987,0.9817,0.8926,41.835342,140.743637,41.2,5808553399,88.9
S0281,石田文具・七重浜２,1,33,0.3935,0.3935,0.3697,41.753216,140.879135,16.1,5483083536,45.0
S0282,神山通,24,888,0.9994,0.9994,0.9994,41.81601,140.762756,34.2,1923679679,17.2
S0283,神山通・エンゼル小児,1,46,0.8031,0.4927,0.3697,41.81601,140.762756,34.2,1923679679,17.2
S0284,神山２丁目,1,21,0.3935,0.2212,0.2649,41.81234,140.767334,28.3,5713750570,28.0
S0285,称名寺通,5,156,0.9889,0.9361,0.8087,41.895721,140.694412,78.0,1620297125,5306.7
S0286,稲荷神社前,2,75,0.8806,0.6923,0.5709,41.90448,140.661774,22.0,1620295510,7271.7
S0287,空港団地,2,110,0.9436,0.8134,0.7853,41.895721,140.694412,78.0,1620297125,5306.7
S0288,空港団地入口,4,166,0.9902,0.9118,0.8926,41.895721,140.694412,78.0,1620297125,5306.7
S0289,競輪場通,1,37,0.7769,0.4551,0.2649,41.7770469166667,140.762874194444,8.1,5554541733,37.7
S0290,競馬場前,12,900,1.0,1.0,1.0,41.784195,140.7765,13.0,13143886070,5.9
S0291,第３・新東山墓園,1,52,0.7135,0.6575,0.3697,41.895721,140.694412,78.0,1620297125,5306.7
S0292,総合福祉センター裏,1,14,0.2212,0.2212,0.1426,41.895721,140.694412,78.0,1620297125,5306.7
S0293,美原台,1,46,0.8031,0.4927,0.3697,41.815361,140.749695,27.6,5746679019,40.6
S0294,美原台団地,6,224,0.9987,0.9817,0.8926,41.815361,140.749695,27.6,5746679019,40.6
S0295,美原台団地入口,6,224,0.9987,0.9817,0.8926,41.815361,140.749695,27.6,5746679019,40.6
S0296,美原台東,6,224,0.9987,0.9817,0.8926,41.815361,140.749695,27.6,5746679019,40.6
S0297,美原３丁目,6,197,0.9985,0.9676,0.8422,41.820442,140.746567,30.1,1911808543,22.1
S0298,美原３丁目・金物,1,39,0.3935,0.5105,0.3935,41.820442,140.746567,30.1,1911808543,22.1
S0299,臨港橋,1,44,0.8031,0.4551,0.3935,41.895721,140.694412,78.0,1620297125,5306.7
S0300,臨空工業団地入口,1,24,0.5276,0.2749,0.2061,41.8154258055556,140.811829611111,119.5,5714669490,61.2
S0301,臨空工業団地通,1,24,0.5276,0.2749,0.2061,41.8154258055556,140.811829611111,119.5,5714669490,61.2
S0302,自衛隊前,1,31,0.3935,0.3935,0.345,41.76806392,140.7129326,2.1,5585846225,9.9
S0303,船見町・外国人墓地,1,34,0.3935,0.4551,0.345,41.765739,140.704468,76.1,2726186290,39.6
S0304,船見町・外国人墓地前,4,122,0.9765,0.8827,0.6965,41.765739,140.704468,76.1,2726186290,39.6
S0305,花びしホテル前,2,98,0.9436,0.8134,0.6177,41.79195,140.781509,11.5,1925463927,29.7
S0306,花園団地通,16,604,0.9994,0.9994,0.9993,41.79195,140.781509,11.5,1925463927,29.7
S0307,花園町,19,793,0.9994,0.9994,0.9994,41.79195,140.781509,11.5,1925463927,29.7
S0308,花園町・十字街,5,212,0.9964,0.9676,0.9269,41.79195,140.781509,11.5,1925463927,29.7
S0309,若松町,8,235,0.9994,0.9817,0.9114,41.774662,140.728043,1.0,1681847230,8.4
S0310,蔦屋書店前,3,70,0.8031,0.7031,0.5185,41.895721,140.694412,78.0,1620297125,5306.7
S0311,藤岡眼科前,1,44,0.7135,0.5105,0.3935,41.929035,140.67157,58.8,2647268193,9152.8
S0312,西堀病院前,8,277,0.9994,0.9907,0.9323,41.794537,140.822525,71.6,5518780873,11.6
S0313,西旭岡一丁目,1,19,0.2212,0.2749,0.2061,41.794537,140.822525,71.6,5518780873,11.6
S0314,西旭岡二丁目,1,19,0.2212,0.2749,0.2061,41.794537,140.822525,71.6,5518780873,11.6
S0315,西旭岡１丁目,4,196,0.9972,0.9639,0.884,41.794537,140.822525,71.6,5518780873,11.6
S0316,西旭岡２丁目,4,196,0.9972,0.9639,0.884,41.794537,140.822525,71.6,5518780873,11.6
S0317,西旭岡３丁目,2,97,0.9436,0.7923,0.6594,41.794537,140.822525,71.6,5518780873,11.6
S0318,西旭岡４区,5,215,0.9981,0.9729,0.9079,41.794537,140.822525,71.6,5518780873,11.6
S0319,西桔梗,5,204,0.9964,0.9676,0.9043,41.83232,140.715029,9.9,1620293239,74.2
S0320,西高校前,2,78,0.8647,0.7031,0.6594,41.794537,140.822525,71.6,5518780873,11.6
S0321,見晴通,4,160,0.9817,0.9446,0.8087,41.799255,140.812805,87.5,722119052,240.6
S0322,見晴通入口,3,98,0.9561,0.8134,0.6177,41.799255,140.812805,87.5,722119052,240.6
S0323,警察署前,15,475,0.9994,0.9997,0.9961,41.81828899,140.75589595,38.9,12684663570,18.2
S0324,谷地頭,3,276,0.9948,0.9796,0.9589,41.75323,140.716396,0.4,266531006,30.3
S0325,谷地頭温泉,1,12,0.2212,0.1016,0.1426,41.751594,140.714303,3.6,1612099510,27.6
S0326,谷好住民センター,1,33,0.3935,0.3935,0.3697,41.818546,140.631454,5.3,505082286,5942.6
S0327,谷川小学校前,1,33,0.3935,0.3935,0.3697,41.751545,140.712204,20.8,1612099494,27.4
S0328,赤川,8,255,0.9987,0.9897,0.9397,41.825775,140.759918,56.2,5761789637,8.3
S0329,赤川1丁目,8,256,0.9993,0.9872,0.9397,41.825775,140.759918,56.2,5761789637,8.3
S0330,赤川1丁目・ﾗｲﾌﾌﾟﾚｽﾃ,1,45,0.7472,0.5602,0.3193,41.825775,140.759918,56.2,5761789637,8.3
S0331,赤川三区,6,181,0.9902,0.9626,0.8594,41.825775,140.759918,56.2,5761789637,8.3
S0332,赤川中学校前,1,46,0.8031,0.4927,0.3697,41.825775,140.759918,56.2,5761789637,8.3
S0333,赤川入口,9,301,0.9998,0.9948,0.962,41.825775,140.759918,56.2,5761789637,8.3
S0334,赤川四区,6,181,0.9902,0.9626,0.8594,41.825775,140.759918,56.2,5761789637,8.3
S0335,赤川小学校前,8,255,0.9987,0.9897,0.9397,41.825775,140.759918,56.2,5761789637,8.3
S0336,赤川貯水池,8,255,0.9987,0.9897,0.9397,41.825775,140.759918,56.2,5761789637,8.3
S0337,赤川通,9,301,0.9998,0.9948,0.962,41.825775,140.759918,56.2,5761789637,8.3
S0338,赤川３区,2,74,0.8647,0.7135,0.5366,41.825775,140.759918,56.2,5761789637,8.3
S0339,赤川４区,2,74,0.8647,0.7135,0.5366,41.825775,140.759918,56.2,5761789637,8.3
S0340,農住団地中央通,3,110,0.9276,0.8494,0.7398,41.895721,140.694412,78.0,1620297125,5306.7
S0341,農住団地北口,3,110,0.9276,0.8494,0.7398,41.895721,140.694412,78.0,1620297125,5306.7
S0342,追分グリーンヴィラ,3,85,0.9361,0.7135,0.6177,41.847797,140.695847,5.9,505082286,561.5
S0343,追分福祉センター前,3,85,0.9361,0.7135,0.6177,41.847797,140.695847,5.9,505082286,561.5
S0344,道南四季の杜公園,2,74,0.8647,0.7135,0.5366,41.846491,140.767967,119.2,3562572567,98.0
S0345,金融公庫前,5,156,0.9889,0.9361,0.8087,41.776165,140.760452,7.1,5556952103,19.6
S0346,銀座通,5,156,0.9889,0.9361,0.8087,41.895721,140.694412,78.0,1620297125,5306.7
S0347,鍛治さくら認定こども,1,46,0.8031,0.4927,0.3697,41.804169,140.763824,18.0,1912702063,26.7
S0348,鍛治さくら認定こども園,7,231,0.9993,0.9817,0.8926,41.804169,140.763824,18.0,1912702063,26.7
S0349,鍛治団地,8,277,0.9994,0.9907,0.9323,41.804169,140.763824,18.0,1912702063,26.7
S0350,鍛治２丁目,8,277,0.9994,0.9907,0.9323,41.807476,140.767105,21.8,1912702162,32.9
S0351,開発建設部前,3,103,0.9436,0.8494,0.6177,41.86866,140.669662,12.8,505082286,3592.0
S0352,附属中学校前,7,236,0.9992,0.9847,0.9079,41.895721,140.694412,78.0,1620297125,5306.7
S0353,陣川団地前,1,21,0.3935,0.2212,0.2649,41.818089,140.775284,69.0,1923680217,13.9
S0354,陣川１丁目,1,21,0.3935,0.2212,0.2649,41.818089,140.775284,69.0,1923680217,13.9
S0355,電話交換局前,7,291,0.9998,0.9917,0.9648,41.895721,140.694412,78.0,1620297125,5306.7
S0356,青柳町,3,276,0.9948,0.9796,0.9589,41.756475,140.718467,15.7,6204823844,9.6
S0357,駒場車庫,1,51,0.5276,0.6049,0.48,41.78233,140.77388,11.1,12206985490,80.4
S0358,駒場車庫前,11,849,1.0,1.0,1.0,41.783322,140.77913,11.6,13143890859,10.3
S0359,高台坂下,5,197,0.9902,0.9676,0.9114,41.789322,140.803345,35.2,1925463300,38.5
S0360,高竜寺前,5,156,0.9889,0.9361,0.8087,41.789322,140.803345,35.2,1925463300,38.5
S0361,高野寺,1,21,0.3935,0.2212,0.2649,41.789322,140.803345,35.2,1925463300,38.5
S0362,鱒川入口,2,99,0.9436,0.8134,0.6177,41.830837,140.863129,172.3,722091742,671.8
S0363,鳴川,3,98,0.9561,0.8134,0.6177,41.881184,140.698547,38.9,1620295510,3806.5
S0364,ＪＲ車両所前,8,290,0.9985,0.9942,0.9731,41.895721,140.694412,78.0,1620297125,5306.7
S0365,ＮＣＶ函館センター,3,98,0.9561,0.8134,0.6177,41.895721,140.694412,78.0,1620297125,5306.7
S0366,ＮＴＴ前,1,41,0.3935,0.5602,0.345,41.895721,140.694412,78.0,1620297125,5306.7
S0367,ﾎｰﾏｯｸｽｰﾊﾟｰﾃﾞﾎﾟ石川,1,59,0.8806,0.6049,0.4384,41.835342,140.743637,41.2,5808553399,88.9
S0368,アリーナ前,4,534,0.9999,0.9995,0.9981,41.78189,140.78245,5.5,5554084781,18.2
S0369,五稜郭公園前,4,534,0.9999,0.9995,0.9981,41.789208,140.752523,16.4,472304367,7.5
S0370,函館どつく前,2,270,0.9874,0.9773,0.9605,41.77315,140.7043,2.0,501597924,23.2
S0371,大町,2,270,0.9874,0.9773,0.9605,41.769948,140.709323,3.0,2517509050,1.7
S0372,末広町,2,270,0.9874,0.9773,0.9605,41.766603,140.712461,3.0,4748558682,11.8
S0373,湯の川,4,534,0.9999,0.9995,0.9981,41.781108,140.790094,4.7,4748676225,24.4
S0374,魚市場通,4,534,0.9999,0.9995,0.9981,41.76679,140.722941,1.8,4747919464,3.8
